date,Low,High
2021-10-04,25684.279296875,26579.203125
2021-10-05,25952.7578125,26444.96484375
2021-10-06,25997.50390625,26668.6953125
2021-10-07,26176.48828125,26534.45703125
2021-10-08,26265.98046875,26534.45703125
2021-10-11,26489.7109375,27742.6015625
2021-10-12,27518.87109375,28190.064453125
2021-10-13,27474.125,28011.080078125
2021-10-14,27295.140625,27653.109375
2021-10-15,27295.140625,27697.85546875
2021-10-18,26981.91796875,27608.36328125
2021-10-19,27026.6640625,27339.88671875
2021-10-20,26444.96484375,27205.6484375
2021-10-21,26623.94921875,26937.171875
2021-10-22,26534.45703125,26758.1875
2021-10-25,26265.98046875,26981.91796875
2021-10-26,26579.203125,27116.15625
2021-10-27,26802.93359375,27921.5859375
2021-10-28,27742.6015625,28100.572265625
2021-10-29,27966.333984375,28413.794921875
2021-11-01,28279.556640625,28995.494140625
2021-11-02,28682.271484375,29174.478515625
2021-11-03,28950.748046875,29756.177734375
2021-11-04,29129.732421875,29711.431640625
2021-11-05,28816.509765625,29353.462890625
2021-11-08,28637.525390625,29487.701171875
2021-11-09,29308.716796875,29845.669921875
2021-11-10,29084.986328125,29621.939453125
2021-11-11,28190.064453125,29084.986328125
2021-11-12,28279.556640625,29263.970703125
2021-11-15,28861.255859375,29666.685546875
2021-11-16,28816.509765625,29308.716796875
2021-11-17,28771.763671875,29084.986328125
2021-11-18,28548.033203125,29084.986328125
2021-11-19,28771.763671875,29711.431640625
2021-11-22,29532.447265625,31188.0546875
2021-11-23,30158.892578125,30830.0859375
2021-11-24,30472.1171875,31680.26171875
2021-11-25,31367.0390625,32038.23046875
2021-11-26,30516.86328125,31725.0078125
2021-11-29,30024.654296875,31053.81640625
2021-11-30,29800.923828125,31411.78515625
2021-12-01,29756.177734375,30427.37109375
2021-12-02,30248.38671875,31098.5625
2021-12-03,29532.447265625,30606.35546875
2021-12-06,28279.556640625,29845.669921875
2021-12-07,28950.748046875,29442.955078125
2021-12-08,29263.970703125,29756.177734375
2021-12-09,29442.955078125,30203.640625
2021-12-10,29979.908203125,30606.35546875
2021-12-13,29979.908203125,30516.86328125
2021-12-14,28950.748046875,29577.193359375
2021-12-15,28816.509765625,29263.970703125
2021-12-16,28816.509765625,29263.970703125
2021-12-17,28906.001953125,29711.431640625
2021-12-20,28995.494140625,29532.447265625
2021-12-21,28637.525390625,29263.970703125
2021-12-22,28234.810546875,28861.255859375
2021-12-23,27787.34765625,28816.509765625
2021-12-24,28503.287109375,29532.447265625
2021-12-27,29398.208984375,29935.162109375
2021-12-28,29890.416015625,30651.1015625
2021-12-29,30337.87890625,30830.0859375
2021-12-30,30248.38671875,30785.33984375
2021-12-31,30337.87890625,31232.80078125
2022-01-04,30606.35546875,31277.546875
2022-01-05,31053.81640625,31501.27734375
2022-01-06,30293.1328125,30919.578125
2022-01-07,29621.939453125,30830.0859375
2022-01-10,29577.193359375,30114.146484375
2022-01-11,29308.716796875,30158.892578125
2022-01-12,28861.255859375,30606.35546875
2022-01-13,30561.609375,32396.19921875
2022-01-14,30964.32421875,32038.23046875
2022-01-17,30695.84765625,32888.40625
2022-01-18,30606.35546875,31903.9921875
2022-01-19,30203.640625,31456.53125
2022-01-20,29621.939453125,31725.0078125
2022-01-21,31143.30859375,32664.677734375
2022-01-24,31635.515625,32619.931640625
2022-01-25,31859.24609375,33112.13671875
2022-01-26,33156.8828125,34186.046875
2022-01-27,32843.66015625,33693.83984375
2022-01-28,32843.66015625,33470.10546875
2022-02-07,32485.693359375,33470.10546875
2022-02-08,32261.9609375,33112.13671875
2022-02-09,32530.439453125,33201.62890625
2022-02-10,32306.70703125,33022.64453125
2022-02-11,32933.15234375,33380.61328125
2022-02-14,30964.32421875,32664.677734375
2022-02-15,30874.83203125,31501.27734375
2022-02-16,30919.578125,31680.26171875
2022-02-17,31009.0703125,31456.53125
2022-02-18,30919.578125,31277.546875
2022-02-21,30248.38671875,31188.0546875
2022-02-22,30203.640625,31053.81640625
2022-02-23,31053.81640625,31456.53125
2022-02-24,29621.939453125,31053.81640625
2022-02-25,30158.892578125,30695.84765625
